player,team,salary_22_23,salary_23_24,guaranteed,player_id,salary_22_23_log,salary_23_24_log,raptor_total,nba_id,DPM,raptor_zscore,darko_zscore,raptor_zscore_standardized,darko_zscore_standardized,raptor_plus_darko,salary_22_23_log_zscores,salary_22_23_log_zscores_transformed,raptor_plus_darko_transformed,DARYL_SCORE,statmuse_player_names
Josh Hart,NYK,12960000.0,12960000.0,12960000.0,hartjo01,16.3773782488884,16.3773782488884,2.791689229,1628404,1.08,1.2150493642607683,1.0773254013136266,1.2185969611950116,1.0804708836317114,2.299067844826723,0.7773063450878356,2.298664071234869,7.799067844826723,17.92743704402635,josh-hart
Jonathan Kuminga,GSW,5739840.0,6012840.0,11752680.0,kuminjo01,15.562941893342787,15.609407740653877,-2.596961139,1630228,-0.43,-1.0418948119507994,-0.16906843907648036,-1.0449368470724996,-0.169562070606019,-1.2144989176785186,-0.21287664468816384,4.160208092013748,4.285501082321481,17.8285762810075,jonathan-kuminga
Andrew Nembhard,IND,2244111.0,2131905.0,6395715.0,nembhan01,14.623820009642001,14.572526504175649,-2.256998831,1629614,-2.37,-0.8995074053139837,-1.7703956247432404,-0.9021337098965654,-1.7755646740637654,-2.6776983839603306,-1.354650962883897,6.306743810221726,2.8223016160396694,17.79953324753696,andrew-nembhard
Malik Monk,SAC,9472219.0,9945830.0,19418049.0,monkma01,16.06387375661567,16.112663925812335,0.4996451762,1628370,-0.39,0.25506585757293565,-0.136051383701908,0.25581057699008164,-0.13644861486462218,0.11936196212545946,0.39615094435814263,3.0152362246066917,5.61936196212546,16.943703747377622,malik-monk
P.J. Washington,CHO,5808435.0,,5808435.0,washipj01,15.574821729376367,,-3.226753974,1629023,-0.46,-1.3056727849315515,-0.19383123060740967,-1.3094849763578367,-0.19439716241206664,-1.5038821387699033,-0.1984332673982356,4.133054542708683,3.996117861230097,16.51617307955636,p.j.-washington
Royce O'Neale,BRK,9200000.0,9500000.0,11700000.0,onealro01,16.034714042019267,16.06680235657077,-0.006281744923,1626220,-0.65,0.043167007167281696,-0.3506622436366284,0.043293042492916614,-0.35168607718370154,-0.30839303469078494,0.3606988759632607,3.0818861131890696,5.191606965309215,15.999941411522117,royce-o'neale
Kentavious Caldwell-Pope,DEN,14004703.0,14704938.0,28709641.0,caldwke01,16.45490375973959,16.503693913708368,1.503984496,203484,1.42,0.6757162289950098,1.3579703719974916,0.6776891272927342,1.3619352574335843,2.0396243847263187,0.8715610300559627,2.1214652634947897,7.539624384726318,15.995051231995161,kentavious-caldwell-pope
Keegan Murray,SAC,8008440.0,8409000.0,16417440.0,murrake02,15.896006543522715,15.944813118815034,-1.293117959,1631099,-0.72,-0.49580236378063636,-0.40844209054213004,-0.49724996500366064,-0.40963462473114604,-0.9068845897348067,0.1920597863272702,3.398927601704732,4.593115410265193,15.611666745765719,keegan-murray
Lauri Markkanen,UTA,16475454.0,17259999.0,39735453.0,markkla01,16.61738219487756,16.663902185682126,4.530783729,1628374,1.55,1.9434393943441912,1.465275801964852,1.9491136820234065,1.4695539885931241,3.4186676706165304,1.069100569620427,1.750090929113597,8.91866767061653,15.608479390124684,lauri-markkanen
Ivica Zubac,LAC,10123457.0,10933333.0,32800000.0,zubaciv01,16.13036576428184,16.20732675419846,-0.4738758445,1627826,-0.18,-0.15267679560348324,0.03728815701459694,-0.15312256821811487,0.03739702777771119,-0.11572554044040367,0.47699121444037557,2.863256516852094,5.384274459559596,15.416558934854299,ivica-zubac
Bobby Portis,MIL,10843350.0,11710818.0,35132454.0,portibo01,16.199062546822972,16.276023587959102,-0.9428623871,1626171,0.27,-0.3491037993535006,0.4087300299785361,-0.35012308268860415,0.40992340486842554,0.0598003221798214,0.5605120261789418,2.7062373907835893,5.559800322179822,15.04613951717368,bobby-portis
Kelly Olynyk,UTA,12804878.0,12195122.0,15804878.0,olynyke01,16.365336750042065,16.31654659368216,0.6974690778,203482,0.53,0.3379210202093789,0.6233408899132565,0.338907653024944,0.625160867187505,0.964068520212449,0.7626664198832908,2.3261871306194135,6.464068520212449,15.036633003160276,kelly-olynyk
Derrick White,BOS,16892857.0,18107143.0,54321429.0,whitede01,16.642401427824343,16.7118170592698,4.445640225,1628401,1.5,1.9077784918228111,1.4240044827466365,1.9133486598570322,1.4281621689163781,3.3415108287734103,1.0995186848144012,1.6929048725489257,8.84151082877341,14.967836762724597,derrick-white
Rui Hachimura,LAL,6263188.0,,6263188.0,hachiru01,15.6501998786205,,-1.453247934,1629060,-1.64,-0.5628700690189128,-1.1678343641572944,-0.5645134887761369,-1.1712441067832728,-1.7357575955594098,-0.10678932165083078,3.9607639247035618,3.76424240444059,14.909275519347684,rui-hachimura
Chris Boucher,TOR,12690000.0,11750000.0,35250000.0,bouchch01,16.356324839690572,16.279363798554442,-0.1103681873,1628449,0.5,-0.00042782157506640064,0.5985780983823272,-0.00042907069181239566,0.6003257753814574,0.599896704689645,0.7517098358915846,2.346785508523821,6.099896704689645,14.315149190057868,chris-boucher
Dillon Brooks,MEM,11400000.0,,11400000.0,brookdi01,16.249123913364723,,-0.5469208778,1628415,-0.14,-0.18327046029670815,0.07030521238916929,-0.18380555766987663,0.070510483519108,-0.11329507415076863,0.6213760989294453,2.591812934012643,5.386704925849231,13.96133149852565,dillon-brooks
Josh Giddey,OKC,6287400.0,6587040.0,12874440.0,giddejo01,15.654058188691089,15.700614640171569,-2.465544919,1630581,-1.43,-0.9868533726044904,-0.9944948234407894,-0.9897347024518002,-0.9973984641409396,-1.9871331665927396,-0.10209842963064444,3.9519450477056117,3.5128668334072604,13.882656685533117,josh-giddey
Mitchell Robinson,NYK,17045454.0,15681818.0,60000000.0,robinmi01,16.651394098576368,16.568012510043115,3.004398922,1629011,1.56,1.3041391863971188,1.473530065808495,1.3079469001539206,1.4778323525284733,2.785779252682394,1.1104518775073362,1.6723504702862078,8.285779252682394,13.856726829911105,mitchell-robinson
Jusuf Nurkic,POR,15625000.0,16875000.0,70000000.0,nurkiju01,16.564382753586738,16.641343794722868,0.9372423283,203994,1.53,0.43834595119783015,1.4487672742775657,0.43962579611471014,1.4529972607224257,1.8926230568371358,1.0046644170881072,1.8712308958743584,7.392623056837136,13.833304665506793,jusuf-nurkic
Talen Horton-Tucker,UTA,10260000.0,11020000.0,10260000.0,hortota01,16.1437633977069,16.215222361689044,-1.252449943,1629659,-0.59,-0.478769259830464,-0.3011366605747698,-0.48016712925729,-0.30201589357160624,-0.7821830228288962,0.4932799135270698,2.8326337625691087,4.717816977171104,13.363847655156603,talen-horton-tucker
Jordan Clarkson,UTA,13340000.0,14260000.0,13340000.0,clarkjo01,16.40627759845175,16.472968972950422,-0.5496061803,203903,0.57,-0.18439515338771503,0.6563579452878288,-0.18493353454331984,0.6582743229289016,0.4733407883855818,0.8124418644668163,2.2326092948023852,5.973340788385582,13.336136165171858,jordan-clarkson
Jalen Green,HOU,9441840.0,9891480.0,19333320.0,greenja05,16.06066143438241,16.107184338510212,-1.434514933,1630224,-0.87,-0.5550240714828716,-0.5322560481967764,-0.5566445831693427,-0.5338100837613841,-1.090454666930727,0.3922454374251638,3.022578577640692,4.409545333069273,13.328197260870674,jalen-green
Luke Kennard,MEM,14415545.0,15418363.0,29833908.0,kennalu01,16.483817696179,16.551069759633908,0.9576282292,1628379,0.12,0.44688423762782503,0.2849160723238897,0.4481890119012017,0.2857479458381874,0.733936957739389,0.9067142840024751,2.0553771460753465,6.233936957739389,12.813091553012013,luke-kennard
Torrey Craig,PHO,5121951.0,,5121951.0,craigto01,15.44904597912029,,-1.601962861,1628470,-2.63,-0.625156776355049,-1.9850064846779607,-0.6269820554988045,-1.9908021363828448,-2.617784191881649,-0.3513500761603492,4.4205381431814565,2.882215808118351,12.740944916667736,torrey-craig
Dorian Finney-Smith,BRK,12939848.0,13932008.0,41796023.0,finnedo01,16.375822100445628,16.449699484685492,-0.7680603322,1627827,0.11,-0.2758909440272057,0.2766618084802466,-0.2766964667458747,0.27746958190283816,0.0007731151569634331,0.775414396494052,2.3022209345911824,5.500773115156964,12.663995022150715,dorian-finney-smith
Christian Wood,DAL,14317459.0,,14317459.0,woodch01,16.476990259617622,,-0.4327548025,1626174,0.68,-0.13545394945024564,0.7471548475679028,-0.13584943627566626,0.749336326217743,0.6134868899420768,0.8984135598257885,2.0709825075275177,6.1134868899420765,12.660924409068848,christian-wood
Kevin Huerter,SAC,14508929.0,15669643.0,65000000.0,huertke01,16.490274810971478,16.567235831685956,0.1039745805,1628989,0.5,0.08934598605068719,0.5985780983823272,0.08960685079867478,0.6003257753814574,0.6899326261801322,0.9145647749426299,2.0406182231078556,6.189932626180132,12.631289316793044,kevin-huerter
Killian Hayes,DET,5837760.0,7413955.0,13251715.0,hayeski01,15.579857719581991,15.818874593076337,-2.019538461,1630165,-2.2,-0.8000511848222732,-1.6300731394013077,-0.8023871056613743,-1.6348324871628288,-2.437219592824203,-0.19231056449538397,4.121543861251321,3.062780407175797,12.623383785556229,killian-hayes
Wendell Carter Jr.,ORL,14150000.0,13050000.0,50000000.0,cartewe01,16.46522518205352,16.384298691732976,0.2413420206,1628976,0.18,0.14687999229757132,0.33444165538574827,0.14730883990302937,0.33541812945028265,0.48272696935331205,0.8841097046527643,2.0978737552528033,5.982726969353312,12.551005893849455,wendell-carter-jr.
OG Anunoby,TOR,17357143.0,18642857.0,36000000.0,anunoog01,16.669514679920017,16.740973628008874,1.406786187,1628384,1.45,0.6350063772781722,1.382733163528421,0.6368604144420266,1.3867703492396322,2.0236307636816586,1.1324826860403279,1.6309325502441836,7.523630763681659,12.270534308506923,og-anunoby
Bogdan Bogdanovic,ATL,18000000.0,18000000.0,36000000.0,bogdabo01,16.70588231586044,16.70588231586044,2.51740356,203992,1.34,1.1001694962062365,1.2919362612483472,1.1033816767535378,1.295708345950791,2.399090022704329,1.1766980679315844,1.5478076322886212,7.899090022704328,12.226271825276656,bogdan-bogdanovic
Jeremy Sochan,SAS,5063520.0,5316960.0,10380480.0,sochaje01,15.437572451583746,15.486412269418869,-1.946187419,1631110,-2.63,-0.7693293536112434,-1.9850064846779607,-0.7715755754822002,-1.9908021363828448,-2.762377711865045,-0.3652994679354771,4.446762999718697,2.737622288134955,12.173557498083754,jeremy-sochan
Marcus Smart,BOS,17207142.0,18583713.0,77087994.0,smartma01,16.660835088156638,16.737796109920968,1.414600051,203935,1.26,0.6382790807649741,1.2259021504992023,0.6401426732878105,1.2294814344679972,1.8696241077558078,1.1219301314253762,1.6507713529202925,7.369624107755808,12.16556435887406,marcus-smart
Aaron Gordon,DEN,19690909.0,21266182.0,63798546.0,gordoaa01,16.79566761511599,16.87262866941856,2.651535846,203932,2.57,1.1563485134101308,2.307210714016447,1.1597247206340953,2.3139471099987428,3.473671830632838,1.2858580722086936,1.342586824247656,8.973671830632838,12.047933564929991,aaron-gordon
Kelly Oubre Jr.,CHO,12600000.0,,12600000.0,oubreke01,16.349207371921707,,0.150940911,1626162,-0.87,0.10901703146299974,-0.5322560481967764,0.10933533004244367,-0.5338100837613841,-0.4244747537189404,0.7430564948821606,2.363053789621538,5.075525246281059,11.993739167544247,kelly-oubre-jr.
Patrick Williams,CHI,7775400.0,9835881.0,17611281.0,willipa01,15.86647546165156,16.101547583831046,-2.924402945,1630172,-1.29,-1.179038220157145,-0.8789351296297863,-1.1824806748410581,-0.8815013690460508,-2.063982043887109,0.15615621358104942,3.4664263184676267,3.436017956112891,11.91070307379707,patrick-williams
Fred VanVleet,TOR,21250000.0,22824074.0,21250000.0,vanvlfr01,16.8718674533347,16.943326414071407,5.043508149,1627832,2.8,2.158185261062938,2.497058782420238,2.164486545307742,2.5043494805117748,4.668836025819517,1.3785010186023443,1.1684180850275927,10.168836025819516,11.881451916247634,fred-vanvleet
Clint Capela,ATL,18706896.0,20616000.0,61588176.0,capelca01,16.744402783899325,16.841578031314338,2.937828737,203991,1.19,1.2762574013332195,1.1681223035937005,1.2799837082450622,1.1715328869205526,2.451516595165615,1.223530840008369,1.459762020784266,7.951516595165614,11.607321933258584,clint-capela
Josh Richardson,NOP,12196094.0,,12196094.0,richajo01,16.316626294505646,,-1.776968441,1626196,-0.37,-0.6984548746935618,-0.1195428560146218,-0.7004941633389887,-0.11989188699392374,-0.8203860503329125,0.7034447702504104,2.4375238319292283,4.679613949667088,11.40667052654199,josh-richardson
Devonte' Graham,SAS,11550000.0,12100000.0,26500000.0,grahade01,16.26219599493208,16.308716010566968,-0.5333931438,1628984,-1.28,-0.17760459994511685,-0.8706808657861431,-0.17812315462512043,-0.8732230051107015,-1.051346159735822,0.6372689955576758,2.5619342883515692,4.448653840264178,11.397158810379683,devonte'-graham
Tyus Jones,MEM,15000000.0,14000000.0,29000000.0,jonesty01,16.523560759066484,16.454567887579532,-0.004453574633,1626145,0.07,0.043932705070719794,0.24364475310567424,0.04406097601542888,0.24435612616144137,0.2884171021768702,0.9550334737891613,1.9645370692763766,5.78841710217687,11.371559969659806,tyus-jones
Kyle Kuzma,WAS,13000000.0,13000000.0,13000000.0,kuzmaky01,16.38045991542581,16.38045991542581,-0.507694965,1628398,-0.74,-0.16684135664279992,-0.42495061822941615,-0.16732848572803763,-0.4261913526018444,-0.593519838329882,0.7810530022265132,2.291620355814155,4.906480161670118,11.24378981388157,kyle-kuzma
Luguentz Dort,OKC,15277778.0,15277778.0,64777778.0,dortlu01,16.541909912280136,16.541909912280136,1.693777776,1629652,-0.82,0.7552079029258005,-0.490984728978561,0.7574128941960654,-0.4924182640846381,0.26499463011142727,0.9773421775512618,1.9225967062036275,5.764994630111428,11.083759687133831,luguentz-dort
Domantas Sabonis,SAC,18500000.0,19400000.0,37900000.0,sabondo01,16.733281290048552,16.780783624033557,2.782795106,1627734,0.53,1.211324212741092,0.6233408899132565,1.2148609332973876,0.625160867187505,1.8400218004848927,1.2100094470143687,1.4851822396129868,7.340021800484893,10.901270016452301,domantas-sabonis
David Roddy,MEM,2588640.0,2718240.0,5306880.0,roddyda01,14.766643199239164,14.815495170015742,-3.803001082,1631223,-2.8,-1.5470240446426282,-2.125328970019893,-1.5515409127793511,-2.131534323283781,-3.6830752360631323,-1.1810080601307151,5.980295153045744,1.8169247639368677,10.865746359220433,david-roddy
De'Andre Hunter,ATL,9835881.0,20089286.0,99835881.0,huntede01,16.101547583831046,16.815697196089868,-2.053888275,1629631,-1.43,-0.8144380177705806,-0.9944948234407894,-0.8168159440507461,-0.9973984641409396,-1.8142144081916856,0.4419543795982524,2.9291257663552854,3.6857855918083144,10.796129546226798,de'andre-hunter
Jarrett Allen,CLE,20000000.0,20000000.0,80000000.0,allenja01,16.811242831518264,16.811242831518264,1.215260833,1628386,1.91,0.554789253733823,1.7624293003360032,0.5564090798195679,1.7675750902656955,2.3239841700852635,1.30479425333396,1.306986803732155,7.8239841700852635,10.225844062910717,jarrett-allen
Dejounte Murray,ATL,16571120.0,17714000.0,34285120.0,murrade01,16.623171979152303,16.689865845351665,-0.3580662875,1627749,0.08,-0.10417194051528772,0.2518990169493173,-0.10447609281368513,0.25263449009679056,0.14815839728310543,1.076139727271343,1.7368573127298748,5.6481583972831055,9.81004521577781,dejounte-murray
Bennedict Mathurin,IND,6586800.0,6916080.0,13502880.0,mathube01,15.70057820432598,15.749359693098405,-2.399810161,1631097,-2.63,-0.9593214918716454,-1.9850064846779607,-0.9621224364946551,-1.9908021363828448,-2.9529245728775,-0.045539893347076726,3.8456149994925037,2.5470754271225,9.795071467381062,bennedict-mathurin
Tim Hardaway Jr.,DAL,19602273.0,17897728.0,53693184.0,hardati02,16.79115608686457,16.700184335380722,2.737440449,203501,0.43,1.1923281892491808,0.5407982514768256,1.1958094468451352,0.5423772278340129,1.7381866746791481,1.2803730045271877,1.352898751488887,7.238186674679148,9.792533715216917,tim-hardaway-jr.
Shaedon Sharpe,POR,6012960.0,6313800.0,12326760.0,sharpsh01,15.609427697746128,15.658248271956959,-5.00533292,1631101,-1.48,-2.050600200884326,-1.035766142659005,-2.05658736749664,-1.0387902838176857,-3.095377651314326,-0.15635970205314853,4.053956239859919,2.404622348685674,9.748233774960902,shaedon-sharpe
Harrison Barnes,SAC,18352273.0,,18352273.0,barneha02,16.725263994003505,,1.019708957,203084,0.01,0.4728856902169987,0.19411917004381568,0.4742663813018272,0.19468594254934612,0.6689523238511733,1.2002621044335164,1.503507243664989,6.168952323851173,9.275064504734207,harrison-barnes
P.J. Tucker,PHI,10490000.0,11014500.0,21504500.0,tuckepj01,16.16593298037248,16.21472314454191,-2.807245424,200782,-1.57,-1.1299687933688425,-1.1100545172517928,-1.1332679793484877,-1.1132955592358287,-2.2465635385843163,0.5202334544592978,2.78196110561652,3.2534364614156837,9.050933695253073,p.j.-tucker
Jonas Valanciunas,NOP,14700000.0,15435000.0,30135000.0,valanjo01,16.503358051748965,16.552148215918397,-2.200758237,202685,-0.41,-0.8759519930258247,-0.15255991138919417,-0.8785095225356594,-0.15300534273532057,-1.03151486527098,0.9304712388189046,2.0107140710204594,4.46848513472902,8.984845936545394,jonas-valanciunas
Spencer Dinwiddie,BRK,19500000.0,20357143.0,38357143.0,dinwisp01,16.785925023533974,16.82894241563521,0.6137634246,203915,0.7,0.30286233693914805,0.763663375255189,0.30374660841784373,0.7658930540884414,1.0696396625062852,1.2740131338103053,1.364855308436626,6.569639662506285,8.966607567887507,spencer-dinwiddie
Reggie Bullock,DAL,10012800.0,10489600.0,15464000.0,bullore01,16.1193748324567,16.165894848091593,-4.626225532,203493,-0.86,-1.8918175460313735,-0.5240017843531334,-1.8973411126648427,-0.525531719826035,-2.422872832490878,0.4636285573574271,2.888378312168037,3.077127167509122,8.887907374416411,reggie-bullock
Mikal Bridges,BRK,20100000.0,21700000.0,90000000.0,bridgmi01,16.816230373029303,16.892822818510687,1.470868928,1628969,0.54,0.6618463389046498,0.6315951537568997,0.6637787410867346,0.6334392311228543,1.297217972209589,1.3108580528333371,1.295586860673326,6.797217972209589,8.806386293927332,mikal-bridges
RJ Barrett,NYK,10900635.0,23883929.0,117900635.0,barrerj01,16.204331602383238,16.98871636394321,-3.208289789,1629628,-1.35,-1.2979393763861182,-0.9284607126916449,-1.3017289884693297,-0.9311715526581461,-2.232900541127476,0.5669180874413529,2.6941939956102563,3.267099458872524,8.802199745155871,rj-barrett
Patrick Beverley,ORL,13506508.0,,13000000.0,beverpa01,16.418682201322355,,-2.427161591,201976,-0.97,-0.9707771712039213,-0.6147986866332072,-0.9736115631370356,-0.6165937231148761,-1.5902052862519116,0.8275232476513493,2.204256294415463,3.9097947137480884,8.618189607651528,patrick-beverley
Paolo Banchero,ORL,11055120.0,11608080.0,22663200.0,banchpa01,16.218404227031595,16.26721196532117,-3.087016922,1631094,-1.45,-1.2471463072099274,-1.0110033511280756,-1.2507876180456419,-1.013955192011638,-2.26474281005728,0.5840274336209818,2.6620284247925543,3.23525718994272,8.612346601142004,paolo-banchero
Lonnie Walker IV,LAL,6479000.0,,6479000.0,walkelo01,15.684076735432095,,-4.449166233,1629022,-2.12,-1.8176592825642877,-1.564039028652163,-1.8229663282597086,-1.5686055756800352,-3.391571903939744,-0.06560220232160277,3.883332140364613,2.108428096060256,8.18772659107856,lonnie-walker-iv
Markelle Fultz,ORL,16500000.0,17000000.0,18500000.0,fultzma01,16.61887093887081,16.64872390202049,-0.6929360777,1628365,-0.98,-0.24442643304447892,-0.6230529504768504,-0.24514008838229656,-0.6248720870502253,-0.8700121754325219,1.0709105686070994,1.746688131018653,4.629987824567478,8.087144779932888,markelle-fultz
Buddy Hield,IND,21177750.0,19279841.0,40457591.0,hieldbu01,16.868461660199866,16.774570600224703,1.726239671,1627741,0.42,0.7688040132439087,0.5325439876331824,0.7710487012711128,0.5340988638986636,1.3051475651697764,1.3743602918213669,1.1762026513758301,6.805147565169777,8.004232609156466,buddy-hield
Gary Trent Jr.,TOR,17505000.0,18785000.0,17505000.0,trentga02,16.677997112370903,16.748569236990207,-0.3321733602,1629018,-0.77,-0.09332713012977106,-0.44971340976034546,-0.09359961868082803,-0.451026444407892,-0.5446260630887201,1.14279553647683,1.6115443914235594,4.95537393691128,7.985805075435857,gary-trent-jr.
Caris LeVert,CLE,18796296.0,,18796296.0,leverca01,16.74917038711234,,1.324184734,1627747,-1.08,0.6004101694035545,-0.7055955889132813,0.6021631955265389,-0.7076557264037174,-0.10549253087717858,1.229327240882893,1.448864787140161,5.394507469122821,7.8159119159766455,caris-levert
Nicolas Batum,LAC,19700319.0,11710818.0,22554168.0,batumni01,16.796145386470513,16.276023587959102,-0.1369708207,201587,0.15,-0.011569880239805014,0.30967886385481896,-0.011603660983925864,0.310583037644235,0.29897937666030916,1.2864389414995003,1.3414947899809393,5.798979376660309,7.77930062099672,nicolas-batum
Mike Conley,MIN,22680000.0,24360000.0,37000000.0,conlemi01,16.936994036823826,17.00845300080597,2.338977236,201144,0.8,1.0254386776647284,0.8462060136916201,1.0284326655767762,0.8486766934419336,1.8771093590187098,1.4576812206083758,1.0195593052562535,7.37710935901871,7.521400492880521,mike-conley
Terrence Ross,ORL,12080373.0,,11500000.0,rosste01,16.307092627477687,,-2.290386254,203082,-2.27,-0.9134911572281998,-1.6878529863068095,-0.9161582903704099,-1.6927810347102734,-2.608939325080683,0.6918538400850331,2.4593147806401374,2.891060674919317,7.110028249556527,terrence-ross
Norman Powell,LAC,16758621.0,18000000.0,74482758.0,powelno01,16.634423370396814,16.70588231586044,-1.562273881,1626181,-1.19,-0.6085337249129449,-0.7963924911933553,-0.6103104694966501,-0.7987177296925587,-1.4090281991892089,1.0898190481240633,1.711140189526761,4.090971800810792,7.000226262588013,norman-powell
Jaden Ivey,DET,7252200.0,7614480.0,14866680.0,iveyja01,15.796815429075604,15.845562255702701,-5.045646341,1631093,-2.12,-2.0674847887747227,-1.564039028652163,-2.0735212535587806,-1.5686055756800352,-3.6421268292388156,0.07146429277681994,3.6256471295795785,1.8578731707611844,6.735992528693198,jaden-ivey
Jerami Grant,POR,20955000.0,,20955000.0,grantje01,16.85788783934131,,-0.365733572,203924,-0.05,-0.10738325168188226,0.14459358698195715,-0.10769678009123006,0.1450157589372509,0.03731897884602085,1.3615047537798857,1.200371062893815,5.537318978846021,6.646837468219492,jerami-grant
Malaki Branham,SAS,2925600.0,3071880.0,5997480.0,branhma01,14.88901014581731,14.937800309986741,-6.578590699,1631103,-2.2,-2.7095323526304154,-1.6300731394013077,-2.7174434128310625,-1.6348324871628288,-4.3522758999938915,-1.032235638335601,5.70060300007093,1.1477241000061085,6.54271944774853,malaki-branham
Malcolm Brogdon,BOS,22600000.0,22500000.0,67600000.0,brogdma01,16.933460464242515,16.929025867174648,1.250330544,1627763,0.11,0.5694776032457713,0.2766618084802466,0.5711403151147859,0.27746958190283816,0.8486098970176241,1.4533851409462526,1.027635935021045,6.348609897017624,6.5240596676055675,malcolm-brogdon
Joe Harris,BRK,18642857.0,19928571.0,38571428.0,harrijo01,16.740973628008874,16.807664988665003,-2.732965667,203925,-0.26,-1.098857985741184,-0.02874595373454781,-1.1020663370527013,-0.02882988370508248,-1.1308962207577837,1.2193617090395774,1.4675999870055945,4.3691037792422165,6.4120966496419705,joe-harris
Malik Beasley,LAL,15558035.0,16524106.0,15558035.0,beaslma01,16.56008778339281,16.620330842389862,-1.781027645,1627736,-1.91,-0.7001550029635752,-1.3906994879356578,-0.7021992554977263,-1.3947599330377014,-2.0969591885354277,0.9994426383712497,1.8810478398620503,3.4030408114645723,6.401282567367832,malik-beasley
Terry Rozier,CHO,21486316.0,23205221.0,96258694.0,roziete01,16.882926825351706,16.959887854421584,-0.2401096982,1626179,-0.15,-0.054767837616471714,0.062050948545526216,-0.05492774405199464,0.062232119583758815,0.007304375531764176,1.391946884536837,1.1431398570707463,5.507304375531764,6.295619136690477,terry-rozier
Julius Randle,NYK,23760000.0,25660800.0,76982400.0,randlju01,16.98351405245872,17.060475093594846,0.7703379148,203944,0.71,0.36844088809152914,0.7719176390988322,0.3695166302000307,0.7741714180237906,1.1436880482238214,1.5142397568919457,0.9132292570431421,6.643688048223821,6.067210300305843,julius-randle
Reggie Jackson,CHO,11795633.0,,11215260.0,jacksre01,16.28323993619187,,-2.871110526,202704,-2.64,-1.1567176006171322,-1.993260748521604,-1.1600948854702717,-1.9990805003181942,-3.159175385788466,0.6628539937363616,2.5138344917756403,2.340824614211534,5.884445654402361,reggie-jackson
Jabari Smith Jr.,HOU,8882640.0,9326520.0,18209160.0,smithja05,15.999609368081565,16.048372512891625,-4.723739162,1631095,-2.32,-1.9326594645638304,-1.7291243055250247,-1.9383022779285322,-1.7341728543870192,-3.6724751323155513,0.31801898973512305,3.1621242992979686,1.8275248676844487,5.7788607916762995,jabari-smith-jr.
Bojan Bogdanovic,DET,19550000.0,20000000.0,39550000.0,bogdabo02,16.788485844395648,16.811242831518264,-1.286995715,202711,-1.49,-0.4932381664403894,-1.0440204065026482,-0.49467828093991867,-1.047068647753035,-1.5417469286929537,1.277126552360236,1.3590020815627564,3.9582530713070465,5.37927416325845,bojan-bogdanovic
Nikola Vucevic,CHI,22000000.0,,22000000.0,vucevni01,16.90655301132259,,-1.386911851,202696,-0.38,-0.5350863335795871,-0.12779711985826492,-0.5366486327687376,-0.12817025092927298,-0.6648188836980107,1.4206713481518982,1.0891378654744313,4.835181116301989,5.266178840191426,nikola-vucevic
Anfernee Simons,POR,22321429.0,24107143.0,100000000.0,simonan01,16.92105771672547,16.998018744587526,1.106853831,1629014,-1.51,0.5093848323823476,-1.0605289341899342,0.5108720905323973,-1.0636253756237333,-0.5527532850913359,1.4383060134806869,1.0559846946563085,4.947246714908664,5.2242168116322505,anfernee-simons
Eric Gordon,LAC,19568360.0,20917902.0,19568360.0,gordoer01,16.789424534123345,16.856115905325055,-3.911224443,201569,-0.84,-1.592351551097579,-0.5074932566658472,-1.597000762600478,-0.5089749919553366,-2.1059757545558146,1.278267801267795,1.3568565336165452,3.3940242454441854,4.605203972683908,eric-gordon
Doug McDermott,SAS,13750000.0,13750000.0,27500000.0,mcderdo01,16.436549382076855,16.436549382076855,-5.369844798,203926,-1.68,-2.203269775644171,-1.2008514195318667,-2.209702693788317,-1.2043575625246696,-3.414060256312987,0.8492459744646764,2.1634175680064085,2.085939743687013,4.5127586872952685,doug-mcdermott
John Collins,ATL,23500000.0,25340000.0,102000000.0,collijo01,16.972510979114386,17.047894732857266,-2.875475246,1628381,0.08,-1.1585456890459704,0.2518990169493173,-1.1619283113949324,0.25263449009679056,-0.9092938212981418,1.5008623382801278,0.9383788040333596,4.590706178701858,4.307821373638804,john-collins
Jeff Green,DEN,4500000.0,,4500000.0,greenje02,15.319587954740548,,-4.961839272,201145,-4.14,-2.0323836292286983,-3.2314003250680674,-2.0383176086572994,-3.2408350906205747,-5.279152699277875,-0.5087437543256014,4.716438258132131,0.22084730072212544,1.041612658331044,jeff-green
