player,team,salary_23_24,salary_24_25,guaranteed,player_id,salary_23_24_log,salary_24_25_log,salary_23_24_log_zscores,raptor_total,nba_id,DPM,raptor_zscore,darko_zscore,raptor_zscore_standardized,darko_zscore_standardized,raptor_plus_darko,salary_23_24_log_zscores_transformed,raptor_plus_darko_transformed,DARYL_SCORE,statmuse_player_names,id
Walker Kessler,UTA,2831160.0,2965920.0,2831160.0,kesslwa01,14.85619707962876,14.902697828962916,-1.5426159184252577,3.395683282,1631117,1.13,1.504407881466994,1.0767328587312122,1.5090155733633972,1.080030670002267,2.589046243365664,6.8481179266394845,8.089046243365665,55.39474258860819,walker-kessler,1
Desmond Bane,MEM,3845083.0,34005250.0,201075533.0,banede01,15.16230574716484,17.342025482424873,-1.1431027512322778,3.283197327,1630217,1.94,1.455417273366087,1.7564514965388165,1.4598749171068488,1.7618311461848508,3.2217060632917,6.0970331723166815,8.7217060632917,53.17653118708503,desmond-bane,2
Josh Okogie,PHO,2815937.0,2956734.0,2815937.0,okogijo01,14.850805623850718,14.899595838751804,-1.5496524966149685,2.758562929,1629006,0.73,1.2269251190462584,0.7410693338879507,1.230682938317326,0.7433390768256823,1.9740220151430083,6.86134669363614,7.474022015143008,51.2818562417652,josh-okogie,3
Tyrese Haliburton,IND,5808435.0,35500000.0,211708435.0,halibty01,15.574821729376367,17.385043254445645,-0.6047136624893917,5.904727224,1630169,1.81,2.597162870038474,1.6473608509647568,2.605117445694011,1.652406378402461,4.257523824096472,5.084861685480056,9.757523824096472,49.61565903830699,tyrese-haliburton,4
Immanuel Quickley,NYK,4171548.0,,4171548.0,quickim01,15.24379774791035,,-1.0367446804831262,3.349172796,1630193,1.18,1.484151334841162,1.11869079933662,1.488696985101858,1.1221171191493402,2.6108141042511983,5.897079999308277,8.110814104251197,47.830119632287214,immanuel-quickley,5
Trey Murphy III,NOP,3359280.0,5159854.0,3359280.0,murphtr02,15.027237223262636,15.456418842483805,-1.3193854230252595,1.718080196,1630530,1.02,0.7737673731911094,0.9844253893993152,0.776137263497505,0.9874404818787064,1.7635777453762111,6.4284445952874885,7.263577745376211,46.69350709971418,trey-murphy-iii,6
John Konchar,MEM,2400000.0,6165000.0,20895000.0,konchjo01,14.690979295318174,15.634398694580582,-1.758247448292826,2.383390466,1629723,-0.31,1.0635275899495364,-0.1316558307045293,1.0667849561985308,-0.1320590654334379,0.9347258907650928,7.253505202790513,6.434725890765093,46.67431772719542,john-konchar,7
Dwight Powell,DAL,4000000.0,4000000.0,8000000.0,poweldw01,15.201804919084164,15.201804919084164,-1.0915509954391192,0.6983986417,203939,1.2,0.3296690907483361,1.135473975578783,0.3306787993630333,1.1389516988081694,1.4696304981712027,6.000115871425543,6.9696304981712025,41.81859057004855,dwight-powell,8
Quentin Grimes,NYK,2385720.0,4296682.0,2385720.0,grimequ01,14.685011523538382,15.273353654898768,-1.7660361967265783,0.03281406181,1629656,-0.05,0.0397894047786711,0.0865254604435906,0.0399112715411495,0.0867904701313421,0.1267017416724917,7.2681480498459665,5.626701741672492,40.895701290801824,quentin-grimes,9
Tyrese Maxey,PHI,4343920.0,,4343920.0,maxeyty01,15.284287724220066,,-0.9838997911003162,1.78539062,1630178,0.7,0.8030828428716565,0.7158945695247061,0.8055425204317287,0.7180872073374385,1.5236297277691673,5.797731607268595,7.023629727769167,40.72112007043862,tyrese-maxey,10
Kevon Looney,GSW,7500000.0,8000000.0,15500000.0,looneke01,15.83041357850654,15.89495209964411,-0.2711317682665866,3.897702662,1626172,1.82,1.7230505973921986,1.6557524390858385,1.7283279469544426,1.6608236682318758,3.3891516151863184,4.457727724341182,8.889151615186318,39.62541760088825,kevon-looney,11
Keita Bates-Diop,PHO,2346614.0,2654644.0,5001258.0,bateske01,14.668483996032446,14.791821117038758,-1.787606853032765,-1.182249318,1628966,0.07,-0.4894028295588095,0.1872245178965691,-0.4909017697595454,0.1877979480843175,-0.3031038216752278,7.308700883701597,5.1968961783247725,37.98255969102772,keita-bates-diop,12
Alex Caruso,CHI,9460000.0,9890000.0,19350000.0,carusal01,16.06258294102806,16.107034703598895,0.0318806164945064,5.991085028,1627936,1.5,2.634773977418226,1.3872216192112292,2.6428437481593665,1.391470393690608,4.034314141849975,3.888064440990328,9.534314141849975,37.07002778415811,alex-caruso,13
Alperen Sengun,HOU,3536280.0,5424654.0,3536280.0,sengual01,15.078585885125026,15.506464676555,-1.252368481960216,1.902592689,1630578,-0.72,0.8541274433375056,-0.4757109436688723,0.8567434600093432,-0.4771679484394372,0.379575511569906,6.302452746085206,5.8795755115699055,37.05574682870908,alperen-sengun,14
Kevin Love,MIA,3835738.0,4027525.0,3835738.0,loveke01,15.159872412340068,15.208662601338643,-1.1462785819283203,0.9799223137,201567,-0.13,0.45228009481618,0.0193927554749383,0.4536653357162454,0.0194521514960251,0.4731174872122706,6.103003734025242,5.973117487212271,36.45395832822796,kevin-love,15
Franz Wagner,ORL,5508720.0,7007092.0,5508720.0,wagnefr01,15.521842849241953,15.762433336993892,-0.6738582586460569,2.662873937,1630532,0.0,1.185250032528632,0.1284834010489983,1.1888802095819242,0.1288769192784152,1.3177571288603394,5.214853526254587,6.81775712886034,35.553604804584694,franz-wagner,16
Jaden McDaniels,MIN,3901399.0,,3901399.0,mcdanja02,15.176845764724693,,-1.1241260639233714,0.301345947,1630183,-0.05,0.1567421421221116,0.0865254604435906,0.157222211062841,0.0867904701313421,0.2440126811941832,6.0613570001759385,5.744012681194183,34.81651147425573,jaden-mcdaniels,17
Tari Eason,HOU,3527160.0,3695160.0,3527160.0,easonta01,15.076003572521552,15.12253441318608,-1.2557387487847405,0.4001263363,1631106,-0.4,0.199763613916091,-0.2071801237942631,0.2003754487757567,-0.2078146738981695,-0.0074392251224128,6.308788847715312,5.492560774877587,34.65140616194629,tari-eason,18
Drew Eubanks,PHO,2346614.0,2654644.0,5001258.0,eubandr01,14.668483996032446,14.791821117038758,-1.787606853032765,-1.540427912,1629234,-0.42,-0.6453990793020588,-0.2239633000364262,-0.6473758039285917,-0.2246492535569987,-0.8720250574855904,7.308700883701597,4.62797494251441,33.82448455210391,drew-eubanks,19
Mason Plumlee,LAC,5000000.0,,5000000.0,plumlma01,15.424948470398377,,-0.8003185137135853,0.5070159909,203486,0.21,0.2463168851982694,0.3047067515917107,0.2470713031522412,0.3056400056961222,0.5527113088483634,5.45259880578154,6.052711308848363,33.00300645436701,mason-plumlee,20
Russell Westbrook,LAC,3835738.0,4027525.0,7863263.0,westbru01,15.159872412340068,15.208662601338643,-1.1462785819283203,-1.539414304,201566,0.34,-0.6449576262131291,0.4137973971657707,-0.646932998759654,0.4150647734785122,-0.2318682252811418,6.103003734025242,5.268131774718858,32.151427892446215,russell-westbrook,21
Caleb Martin,MIA,6802950.0,7126900.0,13929850.0,martica02,15.732866899601529,15.77938691523642,-0.3984433630416814,0.305591023,1628997,1.23,0.1585909849814229,1.1606487399420276,0.1590767165475384,1.1642035682964131,1.3232802848439515,4.6970735225183615,6.823280284843952,32.04944916266207,caleb-martin,22
Damion Lee,PHO,2528233.0,2845342.0,2528233.0,leeda03,14.74303119772322,14.861193829214129,-1.690312683310031,-0.5435697783,1627814,-1.16,-0.2112410000974299,-0.84494082099646,-0.2118879878301635,-0.8475287009336803,-1.059416688763844,7.125787844622858,4.440583311236156,31.64265458224172,damion-lee,23
Josh Richardson,MIA,2891467.0,3051153.0,2891467.0,richajo01,14.877274543753742,14.931030109934088,-1.5151069801232209,-1.776968441,1626196,-0.37,-0.7484187350112559,-0.1820053594310185,-0.7507109876529163,-0.1825628044099256,-0.933273792062842,6.796401122631655,4.566726207937158,31.0373031263755,josh-richardson,24
Naji Marshall,NOP,1930681.0,,1930681.0,marshna01,14.473383348385171,,-2.0422395568054426,-1.491539749,1630230,-1.28,-0.6241069914649038,-0.9456398784494384,-0.6260185028060017,-0.948536178886656,-1.5745546816926574,7.787410366794232,3.925445318307343,30.569053566070483,naji-marshall,25
Santi Aldama,MEM,2194200.0,3960531.0,2194200.0,aldamsa01,14.601328073365528,15.191888665150373,-1.8752544050487985,-1.583192893,1630583,-1.08,-0.664024359450267,-0.7778081160278077,-0.6660581294788245,-0.7801903822983635,-1.446248511777188,7.473478281491741,4.053751488222812,30.295623705798008,santi-aldama,26
Onyeka Okongwu,ATL,8109063.0,,8109063.0,okongon01,15.908492883041909,,-0.1692277271355918,0.7364672913,1630168,1.29,0.3462489943770545,1.2109982686685168,0.3473094838262144,1.2147073072729009,1.5620167910991154,4.266148127014913,7.062016791099115,30.127609706295356,onyeka-okongwu,27
AJ Griffin,ATL,3712920.0,3889920.0,3712920.0,griffaj01,15.12732918700736,15.173899149830456,-1.1887518876598968,-0.2148282783,1631100,-0.99,-0.0680653832570489,-0.7022838229380739,-0.0682738535254665,-0.704434773833632,-0.7727086273590985,6.1828535488006064,4.727291372640901,29.228150239547286,aj-griffin,28
Saddiq Bey,ATL,4556983.0,,4556983.0,beysa01,15.332171339714591,,-0.9214052036818976,-0.762944174,1630180,-0.24,-0.3067843507949638,-0.0729147138569585,-0.3077239681583897,-0.0731380366275355,-0.3808620047859253,5.680241782921967,5.119137995214075,29.07794153295838,saddiq-bey,29
Cole Anthony,ORL,5539771.0,,5539771.0,anthoco01,15.527463722129047,,-0.666522260134194,1.576056824,1630175,-0.91,0.7119124388677858,-0.6351511179694216,0.7140928802334086,-0.6370964551983149,0.0769964250350936,5.201061849052285,5.576996425035094,29.006303338551007,cole-anthony,30
Patrick Beverley,PHI,2019706.0,,2019706.0,beverpa01,14.518462514230295,,-1.9834051550677647,-2.427161591,201976,-0.97,-1.0315950462364598,-0.6855006466959108,-1.0347546096723268,-0.6876001941748027,-1.7223548038471297,7.676801691527399,3.7776451961528714,29.00023303181671,patrick-beverley,31
Isaiah Hartenstein,NYK,9245121.0,,9245121.0,harteis01,16.039606510873472,,0.0018932709687015,1.969755256,1628392,0.89,0.8833785173844647,0.8753347438252552,0.886084124079399,0.8780157140963162,1.7640998381757151,3.9444406505788407,7.264099838175715,28.65281069156347,isaiah-hartenstein,32
T.J. McConnell,IND,8700000.0,9300000.0,13700000.0,mccontj01,15.978833583624812,16.045524958123483,-0.0774236096676131,2.241381043,204456,0.4,1.0016787307845951,0.46414692589226,1.004746666699777,0.4655685124549999,1.470315179154777,4.093556386175113,6.9703151791547775,28.533378215282365,t.j.-mcconnell,33
Kyle Anderson,MIN,9219512.0,,9219512.0,anderky01,16.036832665715533,,-0.0017269717159349,1.42005237,203937,0.96,0.643968373602838,0.934075860672826,0.6459407162720988,0.9369367429022184,1.582877459174317,3.9512467068259576,7.082877459174317,27.98619623541433,kyle-anderson,34
Jalen Williams,OKC,4558680.0,4775760.0,4558680.0,willija06,15.332543665900763,15.379063681535657,-0.9209192677067298,-1.580083923,1631114,-0.13,-0.6626703207983528,0.0193927554749383,-0.6646999436850342,0.0194521514960251,-0.645247792189009,5.679328223288652,4.854752207810991,27.571731230893853,jalen-williams,35
De'Anthony Melton,PHI,8000000.0,,8000000.0,meltode01,15.89495209964411,,-0.1869002788639453,1.208059248,1629001,0.17,0.5516397627999179,0.2711403991073845,0.5533293219255376,0.2719708463784637,0.8253001683040013,4.299372524264217,6.325300168304001,27.19482175133005,de'anthony-melton,36
Anthony Edwards,MIN,13534817.0,35500000.0,219434817.0,edwaran01,16.420775960436735,17.385043254445645,0.4993708996094328,2.308679682,1630162,2.77,1.0309890677859872,2.452953310588584,1.0341467752345053,2.460466202026264,3.494612977260769,3.0091827087342664,8.994612977260768,27.066433842929943,anthony-edwards,37
Troy Brown Jr.,MIN,4000000.0,4000000.0,4000000.0,browntr01,15.201804919084164,15.201804919084164,-1.0915509954391192,-1.09333777,1628972,-0.8,-0.4506794991331311,-0.5428436486375247,-0.452059837737849,-0.5445062670747541,-0.9965661048126032,6.000115871425543,4.503433895187397,27.02112519042966,troy-brown-jr.,38
Jalen McDaniels,TOR,4516000.0,4741800.0,9257800.0,mcdanja01,15.32313720425169,15.371927368421122,-0.9331959709956305,-0.8900318435,1629667,-0.63,-0.3621343917039119,-0.4001866505791385,-0.3632435348575863,-0.4014123399747056,-0.764655874832292,5.702408425471785,4.735344125167708,27.00286623686465,jalen-mcdaniels,39
Jarred Vanderbilt,LAL,4698000.0,,300000.0,vandeja01,15.362647444200997,,-0.8816297699280282,-1.800313864,1629020,-0.26,-0.7585862840989879,-0.0896978900991216,-0.7609096778521215,-0.0899726162863648,-0.8508822941384864,5.605463967464693,4.649117705861514,26.06046178070883,jarred-vanderbilt,40
Al Horford,BOS,10000000.0,9500000.0,19500000.0,horfoal01,16.11809565095832,16.06680235657077,0.1043322028615886,1.96672617,201143,0.39,0.8820592703270882,0.4557553377711784,0.8847608364396441,0.4571512226255853,1.3419120590652294,3.7518554586202137,6.84191205906523,25.66986510620335,al-horford,41
Christian Braun,DEN,2949120.0,3089640.0,2949120.0,braunch01,14.897017378729444,14.943565137232342,-1.489339913172785,-1.693233494,1631128,-1.32,-0.7119499512166282,-0.9792062309337648,-0.7141305074748595,-0.9822053382043144,-1.6963358456791735,6.747959036764835,3.8036641543208254,25.666969902967697,christian-braun,42
Austin Reaves,LAL,12015150.0,12976362.0,38929086.0,reaveau01,16.301678911469285,16.37863995260541,0.3439331603931295,4.604783498,1630559,0.1,2.031003000268964,0.2123992822598137,2.037223544697902,0.2130498175725614,2.250273362270464,3.3014056584609164,7.750273362270463,25.58679633281862,austin-reaves,43
Bol Bol,PHO,2019706.0,,2019706.0,bolbo01,14.518462514230295,,-1.9834051550677647,-4.744655919,1629626,-0.31,-2.0409251123689205,-0.1316558307045293,-2.047176046186322,-0.1320590654334379,-2.17923511161976,7.676801691527399,3.32076488838024,25.49285351228222,bol-bol,44
Scottie Barnes,TOR,8008680.0,10130980.0,8008680.0,barnesc01,15.896036511457028,16.131108613895083,-0.185484974941299,0.6412502463,1630567,-0.01,0.3047794532585972,0.1200918129279168,0.3057129300332605,0.1204596294490006,0.426172559482261,4.296711752889642,5.926172559482261,25.46305528597952,scottie-barnes,45
Herbert Jones,NOP,12015150.0,12976362.0,53827872.0,joneshe01,16.301678911469285,16.37863995260541,0.3439331603931295,2.711996472,1630529,1.0,1.2066441955697698,0.9676422131571524,1.2103398985438507,0.9706059022198772,2.180945800763728,3.3014056584609164,7.680945800763728,25.357917928972984,herbert-jones,46
Davion Mitchell,SAC,5063640.0,6451077.0,5063640.0,mitchda01,15.43759615023174,15.679757651577075,-0.783811582797379,0.2201594485,1630558,-1.28,0.1213832750431204,-0.9456398784494384,0.1217550470470198,-0.948536178886656,-0.826781131839636,5.421565775659072,4.673218868160364,25.336163477782456,davion-mitchell,47
Corey Kispert,WAS,3722040.0,5705887.0,3722040.0,kispeco01,15.129782463036848,15.5570090068441,-1.1855500309975904,-2.520205173,1630557,-0.56,-1.0721179867410464,-0.3414455337315678,-1.0754016636084378,-0.3424913111688034,-1.4178929747772413,6.17683405827547,4.082107025222759,25.2144977029215,corey-kispert,48
Malik Beasley,MIL,2019706.0,,2019706.0,beaslma01,14.518462514230295,,-1.9834051550677647,-1.781027645,1627736,-1.91,-0.7501866256991702,-1.4743099300775753,-0.7524842930263669,-1.4788254381397763,-2.231309731166143,7.676801691527399,3.268690268833857,25.0930869848629,malik-beasley,49
Evan Mobley,CLE,8882640.0,11227657.0,8882640.0,mobleev01,15.999609368081565,16.23389066736886,-0.0503084040903079,0.002513077115,1630596,0.63,0.0265925246324846,0.6571534526771353,0.0266739720655668,0.6591661785315361,0.6858401505971029,4.042579799689779,6.185840150597103,25.00675243691383,evan-mobley,50
Josh Green,DAL,4765339.0,,4765339.0,greenjo02,15.3768792362964,,-0.8630553584922689,-0.08251367698,1630182,-1.42,-0.0104388753139383,-1.06312211214458,-0.0104708474418327,-1.0663782364984604,-1.076849083940293,5.570544073965466,4.423150916059707,24.63935712371132,josh-green,51
Cedi Osman,SAS,6718842.0,,6718842.0,osmande01,15.720426376221718,,-0.4146799267986348,0.7419920734,1626224,-0.92,0.3486551830848269,-0.6435427060905031,0.3497230421950653,-0.6455137450277296,-0.2957907028326643,4.727598262381433,5.204209297167336,24.6034108303576,cedi-osman,52
Josh Hart,NYK,12960000.0,,12960000.0,hartjo01,16.3773782488884,,0.4427310228978121,2.791689229,1628404,1.08,1.2413524987234197,1.0347749181258046,1.245154506090843,1.037944220855194,2.283098726946037,3.1156656769521134,7.783098726946035,24.249533563875456,josh-hart,53
Jevon Carter,CHI,6190476.0,6500000.0,12690476.0,carteje01,15.638522539927202,15.687312734865866,-0.5215754985792697,-1.337882911,1628975,-0.19,-0.557185375050814,-0.0309567732515508,-0.5588919192460706,-0.0310515874804625,-0.5899435067265332,4.928561937329027,4.9100564932734665,24.199517542882845,jevon-carter,54
Donte DiVincenzo,NYK,10900000.0,11445000.0,46870000.0,divindo01,16.204273347199372,16.253063511368804,0.2168057392817844,2.131296805,1628978,0.28,0.9537341339507504,0.3634478684392815,0.956655225427646,0.3645610345020246,1.3212162599296704,3.540405210150245,6.82121625992967,24.14986958621657,donte-divincenzo,55
Tre Jones,SAS,9895833.0,9104167.0,19000000.0,jonestr01,16.107624317406813,16.024242778765245,0.0906656978731153,1.821706258,1630200,-0.11,0.818899263590069,0.0361759317171014,0.8214073835934919,0.0362867311548544,0.8576941147483463,3.7775484879985433,6.357694114748346,24.01649779032485,tre-jones,56
Grayson Allen,MIL,8925000.0,,8925000.0,allengr01,16.004366885629977,,-0.0440992009369261,0.1220616778,1628960,0.15,0.0786591017013344,0.2543572228652214,0.0789000183503047,0.2551362667196344,0.3340362850699392,4.030906497761421,5.834036285069939,23.51645476966432,grayson-allen,57
Isaac Okoro,CLE,8920795.0,,8920795.0,okorois01,16.003895626145283,,-0.0447142582328053,0.1625280583,1630171,0.11,0.0962832805451526,0.2207908703808953,0.0965781764287705,0.221467107401976,0.3180452838307466,4.032062805477674,5.818045283830747,23.45872398951875,isaac-okoro,58
Zach Collins,SAS,7700000.0,,,colliza01,15.856730886823913,,-0.2367841253772231,0.218367369,1628380,-0.59,0.1206027770292113,-0.3666202980948123,0.1209721585282362,-0.3677431806570472,-0.2467710221288109,4.393154155709179,5.253228977871189,23.0782447150267,zach-collins,59
Monte Morris,DET,9800926.0,,9800926.0,morrimo01,16.09798742897284,,0.0780882564986776,0.6797379811,1628420,-0.09,0.321541879574651,0.0529591079592645,0.3225266962132248,0.0531213108136836,0.3756480070269085,3.801194077782486,5.875648007026909,22.334478407445157,monte-morris,60
Jalen Duren,DET,4330680.0,4536840.0,4330680.0,durenja01,15.28123513152848,15.32774129243025,-0.9878838369758598,-1.90403189,1631105,-1.22,-0.8037582272519413,-0.8952903497229492,-0.8062199733754492,-0.898032439910168,-1.7042524132856172,5.805221613514616,3.795747586714383,22.035155929840283,jalen-duren,61
Mitchell Robinson,NYK,15681818.0,14318182.0,42954546.0,robinmi01,16.568012510043115,16.477040756130005,0.6915344888775391,3.004398922,1629011,1.56,1.3339931951466064,1.4375711479377185,1.3380789419117325,1.4419741326670956,2.780053074578828,2.6479151609102263,8.280053074578827,21.92487806931861,mitchell-robinson,62
Deni Avdija,WAS,6263188.0,,6263188.0,avdijde01,15.6501998786205,,-0.506334993946402,-0.9714604427,1630166,-0.97,-0.3975987000401219,-0.6855006466959108,-0.3988164630755088,-0.6876001941748027,-1.0864166572503111,4.899909788619236,4.413583342749689,21.62616022402601,deni-avdija,63
Lauri Markkanen,UTA,17259999.0,18044544.0,23259999.0,markkla01,16.663902185682126,16.708353925581793,0.8166834705251537,4.530783729,1628374,1.55,1.9987741439407527,1.4291795598166368,2.0048959780119726,1.433556842837681,3.438452820849654,2.412635075412711,8.938452820849655,21.565224795503568,lauri-markkanen,64
Coby White,CHI,11111111.0,12000000.0,36000000.0,whiteco01,16.223456156616145,16.300417207752275,0.2418418972169423,1.305119584,1629632,-0.09,0.5939121058948257,0.0529591079592645,0.5957311365122662,0.0531213108136836,0.6488524473259498,3.493337233232148,6.14885244732595,21.48001519589436,coby-white,65
Eric Gordon,PHO,3196448.0,3356271.0,3196448.0,gordoer01,14.977550751263696,15.026341094202976,-1.3842329817524284,-3.911224443,201569,-0.84,-1.6779436644212498,-0.5764100011218508,-1.683082860725935,-0.5781754263924126,-2.2612582871183475,6.550358005694565,3.2387417128816525,21.214917707351265,eric-gordon,66
Kentavious Caldwell-Pope,DEN,14704938.0,15440185.0,14704938.0,caldwke01,16.503693913708368,16.552484084354408,0.6075900310549828,1.503984496,203484,1.42,0.6805230340663772,1.320088914242577,0.6826073361416398,1.3241320750552907,2.0067394111969303,2.8057307416166326,7.50673941119693,21.061889535300367,kentavious-caldwell-pope,67
Kelly Olynyk,UTA,12195122.0,,3000000.0,olynyke01,16.31654659368216,,0.3633374943425551,0.6974690778,203482,0.53,0.3292642410875082,0.5732375714663199,0.3302727097309686,0.5749932802373899,0.9052659899683586,3.2649255106359965,6.405265989968359,20.912716333056824,kelly-olynyk,68
Malik Monk,SAC,9945830.0,,9945830.0,monkma01,16.112663925812335,,0.0972430677062154,0.4996451762,1628370,-0.39,0.2431067004747445,-0.1987885356731816,0.2438512862932172,-0.1993973840687548,0.0444539022244623,3.765183032712315,5.544453902224462,20.87588375831113,malik-monk,69
Jonathan Kuminga,GSW,6012840.0,7636307.0,6012840.0,kuminjo01,15.609407740653875,15.848424667315047,-0.5595742451142817,-2.596961139,1630228,-0.43,-1.105547239750567,-0.2323548881575078,-1.1089333035437998,-0.2330665433864133,-1.3419998469302132,4.999999580814849,4.1580001530697865,20.78999902237701,jonathan-kuminga,70
Pat Connaughton,MIL,9423869.0,9423869.0,28271607.0,connapa01,16.058756284097772,16.058756284097772,0.0268863122094085,0.5925064104,1626192,-0.75,0.2835502236902317,-0.500885708032117,0.2844186797014079,-0.5024198179276811,-0.2180011382262732,3.897453733046312,5.281998861773727,20.58634618176638,pat-connaughton,71
Terance Mann,LAC,10576923.0,11423077.0,22000000.0,mannte01,16.174185110336637,16.251146165479497,0.1775365251787016,-0.3484600676,1629611,0.21,-0.1262655613985714,0.3047067515917107,-0.1266522868413307,0.3056400056961222,0.1789877188547914,3.614231332664041,5.678987718854791,20.525175351299275,terance-mann,72
Kenyon Martin Jr.,LAC,1930681.0,,1930681.0,martike04,14.473383348385171,,-2.0422395568054426,-4.082983016,1630231,-1.48,-1.7527490651294009,-1.1134716408710692,-1.7581173749895893,-1.1168819754749482,-2.8749993504645373,7.787410366794232,2.6250006495354627,20.441957271034056,kenyon-martin-jr.,73
Isaiah Stewart,DET,5266713.0,15000000.0,50266713.0,stewais01,15.476917006758743,16.523560759066484,-0.7324925526820607,-2.082375678,1630191,-1.12,-0.881431663239032,-0.811374468512134,-0.8841313071201709,-0.813859541616022,-1.6979908487361928,5.325085999042274,3.8020091512638072,20.246025699625505,isaiah-stewart,74
Chris Boucher,TOR,11750000.0,10810000.0,22560000.0,bouchch01,16.279363798554442,16.195982189615393,0.3148089232108324,-0.1103681873,1628449,0.5,-0.0225702511726381,0.5480628071030753,-0.0226393792094618,0.5497414107491462,0.5271020315396844,3.356159224363635,6.027102031539684,20.22791407933272,chris-boucher,75
Andrew Nembhard,IND,2131905.0,2019699.0,4151604.0,nembhan01,14.572526504175649,14.51845904837332,-1.9128443440067333,-2.256998831,1629614,-2.37,-0.9574846642911876,-1.8603229836473263,-0.9604172428710624,-1.8660207702928493,-2.826438013163912,7.544147366732659,2.6735619868360883,20.16974562278601,andrew-nembhard,76
Derrick White,BOS,18357143.0,19571429.0,37928572.0,whitede01,16.725529321026336,16.789581356634894,0.8971152081318443,4.445640225,1628401,1.5,1.961691896323244,1.3872216192112292,1.967700155097529,1.391470393690608,3.359170548788137,2.2614234087121328,8.859170548788137,20.034335660802604,derrick-white,77
Royce O'Neale,BRK,9500000.0,,2500000.0,onealro01,16.06680235657077,,0.0373875238314945,-0.006281744923,1626220,-0.65,0.022762147055294,-0.4169698268213016,0.0228318628297348,-0.4182469196335349,-0.3954150568038,3.87771145519679,5.1045849431962,19.794107508256964,royce-o'neale,78
Torrey Craig,CHI,2528233.0,2845342.0,5373575.0,craigto01,14.74303119772322,14.861193829214129,-1.690312683310031,-1.601962861,1628470,-2.63,-0.6721991768872934,-2.078504274795446,-0.6742579847001666,-2.084870305857629,-2.759128290557796,7.125787844622858,2.7408717094422044,19.53087031081393,torrey-craig,79
Nicolas Batum,LAC,11710818.0,,11710818.0,batumni01,16.276023587959102,,0.3104494971129793,-0.1369708207,201587,0.15,-0.0341564015267112,0.2543572228652214,-0.034261015558892,0.2551362667196344,0.2208752511607424,3.3643549454275985,5.720875251160742,19.247054943417,nicolas-batum,80
Keegan Murray,SAC,8409000.0,8809560.0,8409000.0,murrake02,15.944813118815034,15.991348053418848,-0.1218249124955695,-1.293117959,1631099,-0.72,-0.5376890546427424,-0.4757109436688723,-0.5393358856188245,-0.4771679484394372,-1.0165038340582615,4.177030835491671,4.483496165941738,18.72770173594732,keegan-murray,81
Ivica Zubac,LAC,10933333.0,11743210.0,22676543.0,zubaciv01,16.20732675419846,16.278785759181442,0.2207908479386323,-0.4738758445,1627826,-0.18,-0.1808874488669108,-0.0225651851304693,-0.1814414699157053,-0.0226342976510478,-0.2040757675667532,3.532913205875371,5.295924232433247,18.710040658078807,ivica-zubac,82
